S.No,Topic,Sub-Topic,Problem Name,Difficulty,Source,LeetCode/GFG Link,Notes
229,Stack & Queue,Learning,Implement Stack using Queue,Easy,Striver,https://leetcode.com/problems/implement-stack-using-queues/,
230,Stack & Queue,Learning,Implement Queue using Stack,Easy,Striver,https://leetcode.com/problems/implement-queue-using-stacks/,
231,Stack & Queue,Prefix-Infix-Postfix,Valid Parentheses,Easy,Striver,https://leetcode.com/problems/valid-parentheses/,
232,Stack & Queue,Prefix-Infix-Postfix,Infix to Postfix Conversion,Medium,Striver,https://www.geeksforgeeks.org/problems/infix-to-postfix-1587115620/1,
233,Stack & Queue,Prefix-Infix-Postfix,Prefix to Infix Conversion,Medium,Striver,https://www.geeksforgeeks.org/problems/prefix-to-infix-conversion/1,
234,Stack & Queue,Prefix-Infix-Postfix,Prefix to Postfix Conversion,Medium,Striver,https://www.geeksforgeeks.org/problems/prefix-to-postfix-conversion/1,
235,Stack & Queue,Prefix-Infix-Postfix,Postfix to Prefix Conversion,Medium,Striver,https://www.geeksforgeeks.org/problems/postfix-to-prefix-conversion/1,
236,Stack & Queue,Monotonic Stack,Next Greater Element I,Easy,Striver,https://leetcode.com/problems/next-greater-element-i/,
237,Stack & Queue,Monotonic Stack,Next Greater Element II (Circular),Medium,Striver,https://leetcode.com/problems/next-greater-element-ii/,
238,Stack & Queue,Monotonic Stack,Next Smaller Element,Medium,Striver,https://www.geeksforgeeks.org/problems/next-smaller-element/1,
239,Stack & Queue,Monotonic Stack,Number of NGEs to Right,Medium,Striver,https://www.geeksforgeeks.org/problems/number-of-nges-to-the-right/1,
240,Stack & Queue,Monotonic Stack,Trapping Rain Water,Hard,Striver,https://leetcode.com/problems/trapping-rain-water/,
241,Stack & Queue,Monotonic Stack,Sum of Subarray Minimums,Medium,Striver,https://leetcode.com/problems/sum-of-subarray-minimums/,
242,Stack & Queue,Monotonic Stack,Asteroid Collision,Medium,Striver,https://leetcode.com/problems/asteroid-collision/,
243,Stack & Queue,Monotonic Stack,Sum of Subarray Ranges,Medium,Striver,https://leetcode.com/problems/sum-of-subarray-ranges/,
244,Stack & Queue,Monotonic Stack,Remove K Digits,Medium,Striver,https://leetcode.com/problems/remove-k-digits/,
245,Stack & Queue,Monotonic Stack,Largest Rectangle in Histogram,Hard,Striver,https://leetcode.com/problems/largest-rectangle-in-histogram/,
246,Stack & Queue,Monotonic Stack,Maximal Rectangle,Hard,Striver,https://leetcode.com/problems/maximal-rectangle/,
247,Stack & Queue,Implementation,Min Stack,Medium,Striver,https://leetcode.com/problems/min-stack/,
248,Stack & Queue,Implementation,Celebrity Problem,Medium,Striver,https://www.geeksforgeeks.org/problems/the-celebrity-problem/1,
249,Stack & Queue,Implementation,Sliding Window Maximum,Hard,Striver,https://leetcode.com/problems/sliding-window-maximum/,
250,Stack & Queue,Implementation,LRU Cache,Hard,Striver,https://leetcode.com/problems/lru-cache/,Design - FAANG favorite
251,Stack & Queue,Implementation,LFU Cache,Hard,Added-Design,https://leetcode.com/problems/lfu-cache/,Gap - Fraz Design
252,Stack & Queue,Implementation,Design Browser History,Medium,Added-Design,https://leetcode.com/problems/design-browser-history/,Gap - Fraz Design
253,Stack & Queue,Implementation,Design Circular Queue,Medium,Added-Design,https://leetcode.com/problems/design-circular-queue/,Gap - Fraz Design
254,Sliding Window,Fixed Window,Maximum Sum Subarray of Size K,Easy,Striver,https://www.geeksforgeeks.org/problems/max-sum-subarray-of-size-k5313/1,
255,Sliding Window,Fixed Window,First Negative Integer in Every Window,Medium,Striver,https://www.geeksforgeeks.org/problems/first-negative-integer-in-every-window-of-size-k3345/1,
256,Sliding Window,Variable Window,Longest Subarray with Sum K,Medium,Striver,https://www.geeksforgeeks.org/problems/longest-sub-array-with-sum-k0809/1,
257,Sliding Window,Variable Window,Longest Substring Without Repeating Characters,Medium,Striver,https://leetcode.com/problems/longest-substring-without-repeating-characters/,
258,Sliding Window,Variable Window,Max Consecutive Ones III,Medium,Striver,https://leetcode.com/problems/max-consecutive-ones-iii/,
259,Sliding Window,Variable Window,Fruit Into Baskets,Medium,Striver,https://leetcode.com/problems/fruit-into-baskets/,
260,Sliding Window,Variable Window,Longest Repeating Character Replacement,Medium,Striver,https://leetcode.com/problems/longest-repeating-character-replacement/,
261,Sliding Window,Variable Window,Binary Subarray with Sum,Medium,Striver,https://leetcode.com/problems/binary-subarrays-with-sum/,
262,Sliding Window,Variable Window,Count Number of Nice Subarrays,Medium,Striver,https://leetcode.com/problems/count-number-of-nice-subarrays/,
263,Sliding Window,Variable Window,Number of Substrings with All Three Characters,Medium,Striver,https://leetcode.com/problems/number-of-substrings-containing-all-three-characters/,
264,Sliding Window,Variable Window,Maximum Points You Can Obtain from Cards,Medium,Striver,https://leetcode.com/problems/maximum-points-you-can-obtain-from-cards/,
265,Sliding Window,Variable Window,Permutation in String,Medium,Striver,https://leetcode.com/problems/permutation-in-string/,
266,Sliding Window,Variable Window,Minimum Window Substring,Hard,Striver,https://leetcode.com/problems/minimum-window-substring/,
267,Heaps,Learning,Kth Largest Element in Array,Medium,Striver,https://leetcode.com/problems/kth-largest-element-in-an-array/,
268,Heaps,Learning,Kth Smallest Element in Array,Medium,Striver,https://www.geeksforgeeks.org/problems/kth-smallest-element5635/1,
269,Heaps,Learning,Max Heap / Min Heap Implementation,Medium,Striver,https://www.geeksforgeeks.org/problems/operations-on-binary-min-heap/1,
270,Heaps,Medium,Sort K Sorted Array (Sort Nearly Sorted),Medium,Striver,https://www.geeksforgeeks.org/problems/nearly-sorted-1587115620/1,
271,Heaps,Medium,K Closest Numbers,Medium,Striver,https://leetcode.com/problems/find-k-closest-elements/,
272,Heaps,Medium,Top K Frequent Elements,Medium,Striver,https://leetcode.com/problems/top-k-frequent-elements/,
273,Heaps,Medium,K Closest Points to Origin,Medium,Striver,https://leetcode.com/problems/k-closest-points-to-origin/,
274,Heaps,Medium,Task Scheduler,Medium,Striver,https://leetcode.com/problems/task-scheduler/,
275,Heaps,Medium,Twitter Design (Top 10 Tweets),Hard,Striver,https://leetcode.com/problems/design-twitter/,
276,Heaps,Hard,Connect Ropes with Minimum Cost,Medium,Striver,https://www.geeksforgeeks.org/problems/minimum-cost-of-ropes-1587115620/1,
277,Heaps,Hard,Sum of Elements Between K1th and K2th Smallest,Medium,Striver,https://www.geeksforgeeks.org/problems/sum-of-elements-between-k1th-and-k2th-smallest-elements/0,
278,Heaps,Hard,Maximum Sum Combination,Medium,Striver,https://www.geeksforgeeks.org/problems/maximum-sum-combination/0,
279,Heaps,Hard,Find Median from Data Stream,Hard,Striver,https://leetcode.com/problems/find-median-from-data-stream/,
280,Heaps,Hard,Kth Largest in Stream,Medium,Striver,https://leetcode.com/problems/kth-largest-element-in-a-stream/,
281,Heaps,Hard,Distinct Numbers in Window,Medium,Striver,https://www.geeksforgeeks.org/problems/count-distinct-elements-in-every-window/1,
282,Heaps,Hard,Kth Largest in Matrix,Hard,Striver,https://leetcode.com/problems/kth-smallest-element-in-a-sorted-matrix/,
283,Heaps,Hard,Merge K Sorted Arrays,Hard,Striver,https://www.geeksforgeeks.org/problems/merge-k-sorted-arrays/1,
284,Greedy,Easy,Assign Cookies,Easy,Striver,https://leetcode.com/problems/assign-cookies/,
285,Greedy,Easy,Fractional Knapsack,Medium,Striver,https://www.geeksforgeeks.org/problems/fractional-knapsack-1587115620/1,
286,Greedy,Easy,Greedy Algorithm to find Min Coins,Medium,Striver,https://www.geeksforgeeks.org/problems/greedy-algorithm-to-find-minimum-number-of-coins/0,
287,Greedy,Easy,Lemonade Change,Easy,Striver,https://leetcode.com/problems/lemonade-change/,
288,Greedy,Easy,Valid Parenthesis String,Medium,Striver,https://leetcode.com/problems/valid-parenthesis-string/,
289,Greedy,Medium/Hard,N Meetings in One Room,Medium,Striver,https://www.geeksforgeeks.org/problems/n-meetings-in-one-room-1587115620/1,
290,Greedy,Medium/Hard,Jump Game I,Medium,Striver,https://leetcode.com/problems/jump-game/,
291,Greedy,Medium/Hard,Jump Game II,Medium,Striver,https://leetcode.com/problems/jump-game-ii/,
292,Greedy,Medium/Hard,Minimum Platforms Required,Medium,Striver,https://www.geeksforgeeks.org/problems/minimum-number-of-platforms-required-for-a-railway-station-1587115620/1,
293,Greedy,Medium/Hard,Job Sequencing Problem,Medium,Striver,https://www.geeksforgeeks.org/problems/job-sequencing-problem-1587115620/1,
294,Greedy,Medium/Hard,Candy,Hard,Striver,https://leetcode.com/problems/candy/,
295,Greedy,Medium/Hard,Shortest Job First,Medium,Striver,https://www.geeksforgeeks.org/problems/shortest-job-first/1,
296,Greedy,Medium/Hard,Page Faults using LRU,Medium,Striver,https://www.geeksforgeeks.org/problems/page-faults-in-lru5603/1,
297,Greedy,Medium/Hard,Hand of Straights,Medium,Striver,https://leetcode.com/problems/hand-of-straights/,
298,Greedy,Medium/Hard,Merge Triplets to Form Target,Medium,Striver,https://leetcode.com/problems/merge-triplets-to-form-target-triplet/,
299,Greedy,Medium/Hard,Partition Labels,Medium,Striver,https://leetcode.com/problems/partition-labels/,
300,Greedy,Added,Meeting Rooms II,Medium,Added-Greedy,https://leetcode.com/problems/meeting-rooms-ii/,Gap - NeetCode
301,Binary Trees,Traversals,Preorder Traversal,Easy,Striver,https://leetcode.com/problems/binary-tree-preorder-traversal/,
302,Binary Trees,Traversals,Inorder Traversal,Easy,Striver,https://leetcode.com/problems/binary-tree-inorder-traversal/,
303,Binary Trees,Traversals,Postorder Traversal,Easy,Striver,https://leetcode.com/problems/binary-tree-postorder-traversal/,
304,Binary Trees,Traversals,Level Order Traversal,Medium,Striver,https://leetcode.com/problems/binary-tree-level-order-traversal/,
305,Binary Trees,Traversals,Iterative Pre/In/Post Traversal,Medium,Striver,https://leetcode.com/problems/binary-tree-preorder-traversal/,
306,Binary Trees,Traversals,Morris Traversal Inorder,Medium,Striver,https://leetcode.com/problems/binary-tree-inorder-traversal/,
307,Binary Trees,Traversals,Morris Traversal Preorder,Medium,Striver,https://leetcode.com/problems/binary-tree-preorder-traversal/,
308,Binary Trees,Medium,Height of Binary Tree,Easy,Striver,https://leetcode.com/problems/maximum-depth-of-binary-tree/,
309,Binary Trees,Medium,Check Balanced Binary Tree,Medium,Striver,https://leetcode.com/problems/balanced-binary-tree/,
310,Binary Trees,Medium,Diameter of Binary Tree,Easy,Striver,https://leetcode.com/problems/diameter-of-binary-tree/,
311,Binary Trees,Medium,Maximum Path Sum in Binary Tree,Hard,Striver,https://leetcode.com/problems/binary-tree-maximum-path-sum/,
312,Binary Trees,Medium,Check if Two Trees are Identical,Easy,Striver,https://leetcode.com/problems/same-tree/,
313,Binary Trees,Medium,Zigzag Level Order Traversal,Medium,Striver,https://leetcode.com/problems/binary-tree-zigzag-level-order-traversal/,
314,Binary Trees,Medium,Boundary Traversal,Medium,Striver,https://www.geeksforgeeks.org/problems/boundary-traversal-of-binary-tree/1,
315,Binary Trees,Medium,Vertical Order Traversal,Hard,Striver,https://leetcode.com/problems/vertical-order-traversal-of-a-binary-tree/,
316,Binary Trees,Medium,Top View of Binary Tree,Medium,Striver,https://www.geeksforgeeks.org/problems/top-view-of-binary-tree/1,
317,Binary Trees,Medium,Bottom View of Binary Tree,Medium,Striver,https://www.geeksforgeeks.org/problems/bottom-view-of-binary-tree/1,
318,Binary Trees,Medium,Left View of Binary Tree,Easy,Striver,https://www.geeksforgeeks.org/problems/left-view-of-binary-tree/1,
319,Binary Trees,Medium,Right Side View of Binary Tree,Medium,Striver,https://leetcode.com/problems/binary-tree-right-side-view/,
320,Binary Trees,Medium,Symmetric Tree,Easy,Striver,https://leetcode.com/problems/symmetric-tree/,
321,Binary Trees,Medium,Root to Node Path,Medium,Striver,https://www.geeksforgeeks.org/problems/root-to-leaf-paths/1,
322,Binary Trees,Medium,LCA of Binary Tree,Medium,Striver,https://leetcode.com/problems/lowest-common-ancestor-of-a-binary-tree/,
323,Binary Trees,Medium,Maximum Width of Binary Tree,Medium,Striver,https://leetcode.com/problems/maximum-width-of-binary-tree/,
324,Binary Trees,Medium,Children Sum Property,Medium,Striver,https://www.geeksforgeeks.org/problems/children-sum-parent/1,
325,Binary Trees,Medium,Nodes at Distance K,Medium,Striver,https://leetcode.com/problems/all-nodes-distance-k-in-binary-tree/,
326,Binary Trees,Medium,Minimum Time to Burn Tree,Hard,Striver,https://www.geeksforgeeks.org/problems/burning-tree/1,
327,Binary Trees,Medium,Count Total Nodes in Complete BT,Medium,Striver,https://leetcode.com/problems/count-complete-tree-nodes/,
328,Binary Trees,Medium,Requirements Needed to Construct Unique BT,Medium,Striver,https://www.geeksforgeeks.org/problems/check-whether-binary-tree-is-unique-or-not/1,
329,Binary Trees,Hard,Construct BT from Inorder and Preorder,Medium,Striver,https://leetcode.com/problems/construct-binary-tree-from-preorder-and-inorder-traversal/,
330,Binary Trees,Hard,Construct BT from Inorder and Postorder,Medium,Striver,https://leetcode.com/problems/construct-binary-tree-from-inorder-and-postorder-traversal/,
331,Binary Trees,Hard,Serialize and Deserialize Binary Tree,Hard,Striver,https://leetcode.com/problems/serialize-and-deserialize-binary-tree/,
332,Binary Trees,Hard,Morris Inorder Traversal,Medium,Striver,https://leetcode.com/problems/binary-tree-inorder-traversal/,
333,Binary Trees,Hard,Flatten BT to Linked List,Medium,Striver,https://leetcode.com/problems/flatten-binary-tree-to-linked-list/,
334,Binary Trees,Hard,Median of BST,Medium,Striver,https://www.geeksforgeeks.org/problems/median-of-bst/1,
335,Binary Trees,Hard,Kth Ancestor of a Node,Medium,Striver,https://www.geeksforgeeks.org/problems/kth-ancestor-in-a-tree/1,
336,Binary Trees,Added,Path Sum,Easy,Added-BT,https://leetcode.com/problems/path-sum/,Gap - NeetCode
337,Binary Trees,Added,Path Sum II,Medium,Added-BT,https://leetcode.com/problems/path-sum-ii/,Gap - NeetCode
338,Binary Trees,Added,Sum Root to Leaf Numbers,Medium,Added-BT,https://leetcode.com/problems/sum-root-to-leaf-numbers/,Gap - Shradha
339,Binary Trees,Added,Invert Binary Tree,Easy,Added-BT,https://leetcode.com/problems/invert-binary-tree/,Gap - NeetCode
340,Binary Trees,Added,Subtree of Another Tree,Easy,Added-BT,https://leetcode.com/problems/subtree-of-another-tree/,Gap - NeetCode
341,BST,Concepts,Search in BST,Easy,Striver,https://leetcode.com/problems/search-in-a-binary-search-tree/,
342,BST,Concepts,Find Min/Max in BST,Easy,Striver,https://www.geeksforgeeks.org/problems/minimum-element-in-bst/1,
343,BST,Concepts,Ceil and Floor in BST,Medium,Striver,https://www.geeksforgeeks.org/problems/floor-in-bst/1,
344,BST,Concepts,Insert in BST,Easy,Striver,https://leetcode.com/problems/insert-into-a-binary-search-tree/,
345,BST,Concepts,Delete from BST,Medium,Striver,https://leetcode.com/problems/delete-node-in-a-bst/,
346,BST,Concepts,Kth Smallest in BST,Medium,Striver,https://leetcode.com/problems/kth-smallest-element-in-a-bst/,
347,BST,Concepts,Kth Largest in BST,Medium,Striver,https://www.geeksforgeeks.org/problems/kth-largest-element-in-bst/1,
348,BST,Concepts,Validate BST,Medium,Striver,https://leetcode.com/problems/validate-binary-search-tree/,
349,BST,Concepts,LCA of BST,Medium,Striver,https://leetcode.com/problems/lowest-common-ancestor-of-a-binary-search-tree/,
350,BST,Concepts,Construct BST from Preorder Traversal,Medium,Striver,https://leetcode.com/problems/construct-binary-search-tree-from-preorder-traversal/,
351,BST,Problems,Two Sum IV in BST,Easy,Striver,https://leetcode.com/problems/two-sum-iv-input-is-a-bst/,
352,BST,Problems,BST Iterator,Medium,Striver,https://leetcode.com/problems/binary-search-tree-iterator/,
353,BST,Problems,Recover BST,Hard,Striver,https://leetcode.com/problems/recover-binary-search-tree/,
354,BST,Problems,Largest BST in Binary Tree,Hard,Striver,https://www.geeksforgeeks.org/problems/largest-bst/1,
355,BST,Problems,Convert Sorted Array to BST,Easy,Striver,https://leetcode.com/problems/convert-sorted-array-to-binary-search-tree/,
356,BST,Problems,Balance a BST,Medium,Striver,https://leetcode.com/problems/balance-a-bst/,
357,Graphs,BFS & DFS,BFS of Graph,Medium,Striver,https://www.geeksforgeeks.org/problems/bfs-traversal-of-graph/1,
358,Graphs,BFS & DFS,DFS of Graph,Medium,Striver,https://www.geeksforgeeks.org/problems/depth-first-traversal-for-a-graph/1,
359,Graphs,BFS & DFS,Number of Provinces,Medium,Striver,https://leetcode.com/problems/number-of-provinces/,
360,Graphs,BFS & DFS,Number of Islands,Medium,Striver,https://leetcode.com/problems/number-of-islands/,
361,Graphs,BFS & DFS,Flood Fill,Easy,Striver,https://leetcode.com/problems/flood-fill/,
362,Graphs,BFS & DFS,Rotten Oranges,Medium,Striver,https://leetcode.com/problems/rotting-oranges/,
363,Graphs,BFS & DFS,Detect Cycle in Undirected Graph,Medium,Striver,https://www.geeksforgeeks.org/problems/detect-cycle-in-an-undirected-graph/1,
364,Graphs,BFS & DFS,01 Matrix,Medium,Striver,https://leetcode.com/problems/01-matrix/,
365,Graphs,BFS & DFS,Surrounded Regions,Medium,Striver,https://leetcode.com/problems/surrounded-regions/,
366,Graphs,BFS & DFS,Number of Enclaves,Medium,Striver,https://leetcode.com/problems/number-of-enclaves/,
367,Graphs,BFS & DFS,Word Ladder I,Hard,Striver,https://leetcode.com/problems/word-ladder/,
368,Graphs,BFS & DFS,Word Ladder II,Hard,Striver,https://leetcode.com/problems/word-ladder-ii/,
369,Graphs,BFS & DFS,Number of Distinct Islands,Medium,Striver,https://www.geeksforgeeks.org/problems/number-of-distinct-islands/0,
370,Graphs,BFS & DFS,Bipartite Graph Check (BFS),Medium,Striver,https://leetcode.com/problems/is-graph-bipartite/,
371,Graphs,BFS & DFS,Bipartite Graph Check (DFS),Medium,Striver,https://leetcode.com/problems/is-graph-bipartite/,
372,Graphs,Directed Graphs,Detect Cycle in Directed Graph DFS,Medium,Striver,https://www.geeksforgeeks.org/problems/detect-cycle-in-a-directed-graph/1,
373,Graphs,Directed Graphs,Topological Sort DFS,Medium,Striver,https://www.geeksforgeeks.org/problems/topological-sort/1,
374,Graphs,Directed Graphs,Topological Sort BFS (Kahn's),Medium,Striver,https://www.geeksforgeeks.org/problems/topological-sort/1,
375,Graphs,Directed Graphs,Detect Cycle in Directed Graph BFS,Medium,Striver,https://www.geeksforgeeks.org/problems/detect-cycle-in-a-directed-graph/1,
376,Graphs,Directed Graphs,Number of Ways to Arrive at Destination,Medium,Striver,https://leetcode.com/problems/number-of-ways-to-arrive-at-destination/,
377,Graphs,Directed Graphs,Find Eventual Safe States,Medium,Striver,https://leetcode.com/problems/find-eventual-safe-states/,
378,Graphs,Directed Graphs,Course Schedule I,Medium,Striver,https://leetcode.com/problems/course-schedule/,
379,Graphs,Directed Graphs,Course Schedule II,Medium,Striver,https://leetcode.com/problems/course-schedule-ii/,
380,Graphs,Directed Graphs,Alien Dictionary,Hard,Striver,https://www.geeksforgeeks.org/problems/alien-dictionary/1,
381,Graphs,Shortest Path,Shortest Path in Undirected Graph,Medium,Striver,https://www.geeksforgeeks.org/problems/shortest-path-in-undirected-graph-having-unit-distance/1,
382,Graphs,Shortest Path,Shortest Path in DAG,Medium,Striver,https://www.geeksforgeeks.org/problems/shortest-path-in-undirected-graph/1,
383,Graphs,Shortest Path,Dijkstra's Algorithm,Medium,Striver,https://www.geeksforgeeks.org/problems/implementing-dijkstra-set-1-adjacency-matrix/1,
384,Graphs,Shortest Path,Why Priority Queue in Dijkstra,Medium,Striver,https://leetcode.com/problems/network-delay-time/,
385,Graphs,Shortest Path,Shortest Path in Binary Matrix,Medium,Striver,https://leetcode.com/problems/shortest-path-in-binary-matrix/,
386,Graphs,Shortest Path,Path with Minimum Effort,Medium,Striver,https://leetcode.com/problems/path-with-minimum-effort/,
387,Graphs,Shortest Path,Cheapest Flights K Stops (Bellman Ford),Medium,Striver,https://leetcode.com/problems/cheapest-flights-within-k-stops/,
388,Graphs,Shortest Path,Bellman Ford Algorithm,Medium,Striver,https://www.geeksforgeeks.org/problems/distance-from-the-source-bellman-ford-algorithm/1,
389,Graphs,Shortest Path,Floyd Warshall Algorithm,Medium,Striver,https://www.geeksforgeeks.org/problems/implementing-floyd-warshall/1,
390,Graphs,Shortest Path,City with Smallest Threshold Distance,Medium,Striver,https://leetcode.com/problems/find-the-city-with-the-smallest-number-of-neighbors-at-a-threshold-distance/,
391,Graphs,Shortest Path,Network Delay Time,Medium,Striver,https://leetcode.com/problems/network-delay-time/,
392,Graphs,MST & Disjoint Set,Minimum Spanning Tree (Prim's),Medium,Striver,https://www.geeksforgeeks.org/problems/minimum-spanning-tree/1,
393,Graphs,MST & Disjoint Set,Disjoint Set Union (Union Find),Medium,Striver,https://www.geeksforgeeks.org/problems/disjoint-set-union-find/1,
394,Graphs,MST & Disjoint Set,Kruskal's Algorithm,Medium,Striver,https://www.geeksforgeeks.org/problems/minimum-spanning-tree/1,
395,Graphs,MST & Disjoint Set,Number of Operations to Make Network Connected,Medium,Striver,https://leetcode.com/problems/number-of-operations-to-make-network-connected/,
396,Graphs,MST & Disjoint Set,Most Stones Removed with Same Row/Column,Medium,Striver,https://leetcode.com/problems/most-stones-removed-with-same-row-or-column/,
397,Graphs,MST & Disjoint Set,Accounts Merge,Medium,Striver,https://leetcode.com/problems/accounts-merge/,
398,Graphs,MST & Disjoint Set,Number of Islands II Online Queries,Hard,Striver,https://www.geeksforgeeks.org/problems/number-of-islands-ii/1,
399,Graphs,MST & Disjoint Set,Making Largest Island,Hard,Striver,https://leetcode.com/problems/making-a-large-island/,
400,Graphs,MST & Disjoint Set,Swim in Rising Water,Hard,Striver,https://leetcode.com/problems/swim-in-rising-water/,
401,Graphs,Hard,Bridges in Graph (Tarjan),Hard,Striver,https://leetcode.com/problems/critical-connections-in-a-network/,
402,Graphs,Hard,Articulation Points in Graph,Hard,Striver,https://www.geeksforgeeks.org/problems/articulation-point-1/1,
403,Graphs,Hard,Kosaraju's Algorithm for SCCs,Hard,Striver,https://www.geeksforgeeks.org/problems/strongly-connected-components-kosarajus-algo/1,
404,Graphs,Hard,Bellman Ford - Negative Cycle Detection,Hard,Striver,https://www.geeksforgeeks.org/problems/negative-weight-cycle/1,
405,Graphs,Added,Clone Graph,Medium,Added-Graphs,https://leetcode.com/problems/clone-graph/,Gap - NeetCode
406,Graphs,Added,Pacific Atlantic Water Flow,Medium,Added-Graphs,https://leetcode.com/problems/pacific-atlantic-water-flow/,Gap - NeetCode
407,Graphs,Added,Redundant Connection,Medium,Added-Graphs,https://leetcode.com/problems/redundant-connection/,Gap - NeetCode
408,Graphs,Added,Graph Valid Tree,Medium,Added-Graphs,https://www.geeksforgeeks.org/problems/is-it-a-tree/1,Gap - NeetCode
409,Dynamic Programming,1D DP,Fibonacci Number,Easy,Striver,https://leetcode.com/problems/fibonacci-number/,DP intro
410,Dynamic Programming,1D DP,Climbing Stairs,Easy,Striver,https://leetcode.com/problems/climbing-stairs/,
411,Dynamic Programming,1D DP,Frog Jump,Medium,Striver,https://www.geeksforgeeks.org/problems/geek-jump/1,
412,Dynamic Programming,1D DP,Frog Jump with K Distances,Medium,Striver,https://www.geeksforgeeks.org/problems/minimal-cost/1,
413,Dynamic Programming,1D DP,Maximum Sum of Non-Adjacent Elements,Medium,Striver,https://leetcode.com/problems/house-robber/,
414,Dynamic Programming,1D DP,House Robber II,Medium,Striver,https://leetcode.com/problems/house-robber-ii/,
415,Dynamic Programming,1D DP,Ninja Training,Medium,Striver,https://www.geeksforgeeks.org/problems/ninja-training/0,
416,Dynamic Programming,2D DP,Grid Unique Paths,Medium,Striver,https://leetcode.com/problems/unique-paths/,
417,Dynamic Programming,2D DP,Grid Unique Paths II,Medium,Striver,https://leetcode.com/problems/unique-paths-ii/,
418,Dynamic Programming,2D DP,Minimum Path Sum in Grid,Medium,Striver,https://leetcode.com/problems/minimum-path-sum/,
419,Dynamic Programming,2D DP,Minimum Path Triangle,Medium,Striver,https://leetcode.com/problems/triangle/,
420,Dynamic Programming,2D DP,Minimum/Maximum Falling Path Sum,Medium,Striver,https://leetcode.com/problems/minimum-falling-path-sum/,
421,Dynamic Programming,2D DP,Cherry Pickup II,Hard,Striver,https://leetcode.com/problems/cherry-pickup-ii/,
422,Dynamic Programming,2D DP,Chocolate Pickup,Hard,Striver,https://www.geeksforgeeks.org/problems/chocolate-pickup/1,
423,Dynamic Programming,Subsequences,Subset Sum Problem,Medium,Striver,https://www.geeksforgeeks.org/problems/subset-sum-problem-1611555638/1,
424,Dynamic Programming,Subsequences,Partition Equal Subset Sum,Medium,Striver,https://leetcode.com/problems/partition-equal-subset-sum/,
425,Dynamic Programming,Subsequences,Partition into Two Subsets with Minimum Difference,Hard,Striver,https://leetcode.com/problems/last-stone-weight-ii/,
426,Dynamic Programming,Subsequences,Count Subsets with Sum K,Medium,Striver,https://www.geeksforgeeks.org/problems/perfect-sum-problem5633/1,
427,Dynamic Programming,Subsequences,Count Partitions with Difference K,Medium,Striver,https://www.geeksforgeeks.org/problems/partitions-with-given-difference/0,
428,Dynamic Programming,Subsequences,0/1 Knapsack,Medium,Striver,https://www.geeksforgeeks.org/problems/0-1-knapsack-problem/1,
429,Dynamic Programming,Subsequences,Minimum Coins,Medium,Striver,https://leetcode.com/problems/coin-change/,
430,Dynamic Programming,Subsequences,Target Sum,Medium,Striver,https://leetcode.com/problems/target-sum/,
431,Dynamic Programming,Subsequences,Coin Change II - Number of Ways,Medium,Striver,https://leetcode.com/problems/coin-change-ii/,
432,Dynamic Programming,Subsequences,Unbounded Knapsack,Medium,Striver,https://www.geeksforgeeks.org/problems/knapsack-with-duplicate-items4201/1,
433,Dynamic Programming,Subsequences,Rod Cutting,Medium,Striver,https://www.geeksforgeeks.org/problems/rod-cutting/1,
434,Dynamic Programming,Strings DP,Longest Common Subsequence,Medium,Striver,https://leetcode.com/problems/longest-common-subsequence/,
435,Dynamic Programming,Strings DP,Print LCS,Medium,Striver,https://www.geeksforgeeks.org/problems/print-all-lcs-sequences3413/1,
436,Dynamic Programming,Strings DP,Longest Common Substring,Medium,Striver,https://www.geeksforgeeks.org/problems/longest-common-substring1452/1,
437,Dynamic Programming,Strings DP,Longest Palindromic Subsequence,Medium,Striver,https://leetcode.com/problems/longest-palindromic-subsequence/,
438,Dynamic Programming,Strings DP,Minimum Insertions to Make String Palindrome,Hard,Striver,https://leetcode.com/problems/minimum-insertion-steps-to-make-a-string-palindrome/,
439,Dynamic Programming,Strings DP,Minimum Insertions/Deletions to Convert String A to B,Medium,Striver,https://leetcode.com/problems/delete-operation-for-two-strings/,
440,Dynamic Programming,Strings DP,Shortest Common Supersequence,Hard,Striver,https://leetcode.com/problems/shortest-common-supersequence/,
441,Dynamic Programming,Strings DP,Distinct Subsequences,Hard,Striver,https://leetcode.com/problems/distinct-subsequences/,
442,Dynamic Programming,Strings DP,Edit Distance,Hard,Striver,https://leetcode.com/problems/edit-distance/,
443,Dynamic Programming,Strings DP,Wildcard Matching,Hard,Striver,https://leetcode.com/problems/wildcard-matching/,
444,Dynamic Programming,Strings DP,Regular Expression Matching,Hard,Striver,https://leetcode.com/problems/regular-expression-matching/,
445,Dynamic Programming,Stocks,Stock Buy Sell I,Easy,Striver,https://leetcode.com/problems/best-time-to-buy-and-sell-stock/,
446,Dynamic Programming,Stocks,Stock Buy Sell II,Medium,Striver,https://leetcode.com/problems/best-time-to-buy-and-sell-stock-ii/,
447,Dynamic Programming,Stocks,Stock Buy Sell III,Hard,Striver,https://leetcode.com/problems/best-time-to-buy-and-sell-stock-iii/,
448,Dynamic Programming,Stocks,Stock Buy Sell IV,Hard,Striver,https://leetcode.com/problems/best-time-to-buy-and-sell-stock-iv/,
449,Dynamic Programming,Stocks,Stock with Cooldown,Medium,Striver,https://leetcode.com/problems/best-time-to-buy-and-sell-stock-with-cooldown/,
